Function,Min Sampling Rate (%),Max Sampling Rate (%),Average Sampling Rate (%)
fsp_is_system_temporary,0.01,0.05,0.030199999999999987
Item_field::~Item_field,0.01,0.05,0.030199999999999977
SortingIterator::~SortingIterator,0.01,0.05,0.030100000000000002
lob::undo_vers_t::reset,0.01,0.06,0.030099999999999988
Arg_comparator::can_compare_as_dates,0.01,0.05,0.03009999999999998
row_sel_field_store_in_mysql_format_func,0.0,0.05,0.029999999999999992
sel_cmp,0.01,0.05,0.02989999999999999
add_to_page_cache_lru,0.01,0.05,0.02989999999999999
_my_b_write,0.01,0.06,0.029899999999999972
TABLE::reset,0.01,0.05,0.029799999999999986
mtr_t::Command::add_dirty_blocks_to_flush_list,0.01,0.05,0.0297
mem_root_deque<Query_term*>::add_block_back,0.01,0.05,0.029699999999999966
ha_innobase::lock_count,0.01,0.05,0.02959999999999998
blk_mq_dispatch_rq_list,0.01,0.06,0.02949999999999998
__libc_enable_asynccancel,0.01,0.05,0.029399999999999992
dd::cache::Dictionary_client::remove_uncommitted_objects<dd::Abstract_table>,0.01,0.05,0.029299999999999993
Field_long::clone,0.01,0.05,0.029299999999999982
rec_get_converted_size_comp,0.01,0.05,0.02929999999999998
PFS_session_all_memory_stat::count_controlled_alloc,0.01,0.05,0.02919999999999999
Field::char_length,0.01,0.05,0.029099999999999984
bitmap_free,0.01,0.05,0.029099999999999984
fseg_alloc_free_page_general,0.01,0.05,0.029099999999999973
lock_rec_convert_impl_to_expl,0.01,0.05,0.029099999999999973
ext4_ext_map_blocks,0.01,0.04,0.028999999999999995
EVP_MD_CTX_cleanup,0.01,0.05,0.028999999999999984
pfs_start_table_io_wait_v1,0.01,0.05,0.02899999999999998
rules_table_service::dummy_function_to_ensure_we_are_linked_into_the_server,0.01,0.05,0.02899999999999998
open_table_from_share,0.01,0.08,0.02889999999999999
accumulate_statement_cost,0.01,0.05,0.028899999999999985
ptep_clear_flush,0.0,0.06,0.028799999999999985
JOIN::cleanup_item_list,0.01,0.05,0.028699999999999996
Restrictions::db,0.01,0.05,0.028699999999999982
vio_socket_timeout,0.01,0.05,0.028699999999999982
my_numchars_mb,0.01,0.05,0.02859999999999999
handler::end_psi_batch_mode,0.01,0.05,0.02859999999999999
QEP_TAB::push_index_cond,0.01,0.05,0.028599999999999987
dyn_buf_t<512ul>::push<mtr_memo_slot_t*>,0.01,0.06,0.028499999999999966
unlock_buffer,0.01,0.05,0.02829999999999999
flush_tlb_page,0.0,0.06,0.02829999999999998
path_put,0.01,0.05,0.028099999999999993
Item_int::~Item_int,0.01,0.05,0.028099999999999993
lock_hrtimer_base.isra.20,0.01,0.05,0.028099999999999986
resourcegroups::Resource_group_mgr::instance,0.01,0.05,0.027999999999999994
buf_page_t::was_stale,0.01,0.05,0.02799999999999999
get_page_from_freelist,0.01,0.05,0.02789999999999999
stmt_causes_implicit_commit,0.01,0.05,0.027899999999999987
Session_tracker::store,0.01,0.05,0.027799999999999995
__page_cache_alloc,0.01,0.05,0.027799999999999988
__getblk,0.01,0.05,0.027799999999999988
Buf_fetch<Buf_fetch_other>::lookup,0.01,0.05,0.027699999999999975
FIPS_mode,0.01,0.05,0.02749999999999999
"std::__merge_adaptive<Key_use*, long, Key_use*, __gnu_cxx::__ops::_Iter_comp_iter<bool",0.01,0.05,0.027399999999999994
THD::pop_internal_handler,0.01,0.05,0.027299999999999987
__ext4_journal_stop,0.01,0.05,0.027099999999999996
alloc_pages_current,0.01,0.04,0.027099999999999992
unroll_tree_refs,0.01,0.05,0.027099999999999982
dtuple_t::compare,0.01,0.05,0.027099999999999982
Filesort::get_addon_fields,0.01,0.04,0.026899999999999993
__find_get_block,0.01,0.04,0.02689999999999999
heap_trim,0.01,0.05,0.02689999999999999
Prepare_error_tracker::~Prepare_error_tracker,0.01,0.05,0.026899999999999986
TABLE::mark_columns_per_binlog_row_image,0.0,0.05,0.026799999999999994
Session_tracker::enabled_any,0.01,0.04,0.02659999999999999
free_blob_buffers_and_reset,0.01,0.05,0.026499999999999985
ext4_mark_iloc_dirty,0.01,0.04,0.0264
row_prebuilt_t::end_stmt,0.01,0.05,0.026399999999999993
static_key_enabled,0.01,0.05,0.02629999999999999
EVP_DigestFinal_ex,0.01,0.05,0.026299999999999987
journal_end_buffer_io_sync,0.01,0.04,0.026199999999999998
Opt_trace_context::start,0.01,0.04,0.026199999999999987
log_buffer_reserve,0.01,0.05,0.026099999999999998
EstimateMaterializeCost,0.01,0.05,0.02609999999999998
Name_string::copy,0.01,0.05,0.026000000000000002
JOIN::unplug_join_tabs,0.01,0.04,0.025999999999999992
THD::is_current_stmt_binlog_log_replica_updates_disabled,0.01,0.06,0.025999999999999992
Query_block::resolve_limits,0.01,0.05,0.025800000000000003
Query_block::push_conditions_to_derived_tables,0.01,0.04,0.025699999999999994
trx_mark_sql_stat_end,0.01,0.05,0.025699999999999994
skb_queue_tail,0.01,0.05,0.025699999999999994
my_timer_nanoseconds,0.0,0.04,0.02569999999999999
Item_func_between::get_filtering_effect,0.01,0.04,0.0256
page_copy_rec_list_end_to_created_page,0.01,0.04,0.025500000000000002
trx_kill_blocking,0.01,0.06,0.025499999999999995
convert_search_mode_to_innobase,0.01,0.05,0.025499999999999995
DML_prelocking_strategy::handle_table,0.01,0.05,0.025499999999999995
Item_func_numhybrid::resolve_type,0.01,0.04,0.025499999999999988
DsMrr_impl::choose_mrr_impl,0.01,0.05,0.02539999999999999
native_flush_tlb_others,0.0,0.05,0.02539999999999999
Query_result_send::send_data,0.01,0.05,0.0253
Item_func::param_type_uses_non_param,0.01,0.04,0.0252
virtio_queue_rq,0.01,0.05,0.025199999999999997
mark_buffer_dirty,0.01,0.04,0.02519999999999999
smp_call_function_many,0.0,0.05,0.025199999999999986
create_tmp_field,0.01,0.04,0.025099999999999997
Sql_cmd_select::sql_command_code,0.01,0.04,0.02509999999999999
Write_rows_log_event::~Write_rows_log_event,0.01,0.04,0.025
EVP_DigestUpdate,0.01,0.06,0.024900000000000002
Thd_mem_cnt::reset,0.0,0.04,0.0249
is_acl_table_in_non_LTM,0.01,0.04,0.0249
Item_func::get_initial_pseudo_tables,0.0,0.05,0.02489999999999999
my_malloc,0.01,0.04,0.0248
Query_expression::create_access_paths,0.01,0.05,0.0248
Query_result::prepare,0.01,0.05,0.024799999999999996
temptable::Table::indexes_destroy,0.01,0.05,0.024700000000000003
Item_bool_func2::cleanup,0.01,0.05,0.024600000000000004
"std::_Temporary_buffer<Key_use*, Key_use>::_Temporary_buffer",0.01,0.05,0.024599999999999997
TABLE::cleanup_value_generator_items,0.01,0.05,0.0245
innobase_trx_map_isolation_level,0.01,0.05,0.024499999999999994
Command_names::str_global,0.01,0.04,0.024400000000000005
calc_length_and_keyparts,0.01,0.05,0.024399999999999995
Arg_comparator::try_year_cmp_func,0.01,0.04,0.024399999999999995
memset@plt,0.01,0.04,0.024300000000000006
Query_block::find_common_table_expr,0.01,0.04,0.0242
jbd2_journal_stop,0.01,0.05,0.0242
TABLE::TABLE,0.01,0.05,0.0242
btr_pcur_t::move_to_next,0.01,0.05,0.02419999999999999
st_parsing_options::reset,0.01,0.04,0.0241
fsp_is_global_temporary,0.0,0.05,0.0241
Deadlock_notifier::notify,0.0,0.04,0.02404494382022473
IteratorsAreNeeded,0.01,0.05,0.024
AggregateIterator::AggregateIterator,0.01,0.04,0.024
JOIN::add_sorting_to_table,0.01,0.04,0.0239
Sql_cmd_update::make_base_table_fields,0.01,0.04,0.0238
TTASEventMutex<GenericPolicy>::exit,0.01,0.04,0.023799999999999998
unpack_dirname,0.01,0.05,0.023700000000000006
sp_cache_enforce_limit,0.01,0.04,0.023700000000000006
"temptable::Allocator<temptable::Column, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.01,0.05,0.02369999999999999
THD::inc_lock_usec,0.01,0.04,0.0236
create_last_word_mask,0.01,0.04,0.0236
SEL_ARG::SEL_ARG,0.01,0.05,0.0236
ZeroRowsIterator::ZeroRowsIterator,0.01,0.04,0.023400000000000004
lock_update_insert,0.01,0.04,0.023400000000000004
ha_innobase::info,0.01,0.04,0.023399999999999994
PFS_schema_name::set,0.0,0.04,0.0233
Item_bool_func2::apply_is_true,0.01,0.04,0.0233
locksys::Shard_naked_latch_guard::Shard_naked_latch_guard,0.01,0.05,0.023199999999999995
mtr_t::check_nolog_and_mark,0.01,0.05,0.023100000000000006
Ha_trx_info_list::Iterator::Iterator,0.01,0.04,0.022799999999999997
set_timespec_nsec,0.0,0.05,0.0227
has_commit_order_manager,0.01,0.04,0.0227
Arg_comparator::cleanup,0.0,0.05,0.0227
LEX::set_secondary_engine_execution_context,0.01,0.05,0.022699999999999994
SEL_ROOT::SEL_ROOT,0.01,0.04,0.022600000000000012
PFS_account::carry_memory_stat_alloc_delta,0.01,0.04,0.022600000000000002
dict_index_copy_rec_order_prefix,0.01,0.04,0.022600000000000002
Item_sum::itemize,0.0,0.04,0.022600000000000002
get_best_ror_intersect,0.0,0.04,0.02250000000000001
Query_term::validate_structure,0.0,0.04,0.022400000000000007
btr_pcur_t::move_to_next_page,0.01,0.05,0.022400000000000003
Query_block::get_optimizable_conditions,0.01,0.04,0.022400000000000003
mark_page_accessed,0.01,0.04,0.022299999999999997
mem_cgroup_charge_common,0.01,0.04,0.0222
pfs_set_statement_text_vc,0.01,0.04,0.02210000000000001
SEL_ARG::first,0.01,0.04,0.022100000000000005
sysret_signal,0.01,0.04,0.022000000000000006
Item_basic_constant::cleanup,0.0,0.04,0.022000000000000006
dblwr::force_flush,0.01,0.05,0.022000000000000002
radix_tree_lookup_slot,0.01,0.04,0.02190000000000001
Double_write::force_flush,0.01,0.05,0.021900000000000003
IndexRangeScanIterator::~IndexRangeScanIterator,0.0,0.04,0.02180000000000001
Rpl_transaction_write_set_ctx::reset_state,0.01,0.04,0.02180000000000001
__add_to_page_cache_locked,0.0,0.04,0.021700000000000007
buf_read_page,0.01,0.05,0.021700000000000007
opt_trace_print_expanded_query,0.0,0.04,0.021700000000000004
find_stage_class,0.01,0.04,0.021500000000000012
Diagnostics_area::set_eof_status,0.01,0.04,0.02150000000000001
__x86_indirect_thunk_rax,0.01,0.04,0.021500000000000005
Buf_fetch<Buf_fetch_normal>::read_page,0.01,0.05,0.02140000000000001
Functional_index_error_handler::Functional_index_error_handler,0.01,0.04,0.02140000000000001
__find_lock_page,0.01,0.04,0.021400000000000006
Double_write::flush_to_disk,0.01,0.05,0.021400000000000006
std::string::_Rep::_M_destroy,0.0,0.04,0.021400000000000006
ha_innobase::scan_time,0.01,0.04,0.021300000000000013
Query_term::child_count,0.0,0.04,0.021300000000000006
Protocol_classic::get_output_packet,0.01,0.04,0.021300000000000006
handler::compare_key,0.01,0.04,0.0213
mq_flush_data_end_io,0.01,0.04,0.02120000000000001
"std::_Hashtable<unsigned long, std::pair<unsigned long const, trx_t*>, std::allocator<std::pair<unsigned long const, trx_t*> >, std::__detail::_Select1st, std::equal_to<unsigned long>, Trx_by_id_with_min::Trx_track_hash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node",0.01,0.04,0.021200000000000007
PFS_session_all_memory_stat::count_uncontrolled_free,0.01,0.04,0.0212
mem_root_deque<QueryLevel>::add_block_back,0.01,0.04,0.021100000000000008
trx_start_if_not_started_xa_low,0.01,0.04,0.021000000000000008
buf_pool_watch_is_sentinel,0.01,0.04,0.021000000000000005
Field_str::derivation,0.0,0.04,0.020900000000000002
Query_options::save_to,0.01,0.04,0.02080000000000001
EVP_MD_CTX_destroy,0.01,0.04,0.020700000000000007
Mem_root_array_YY<PT_table_reference*>::emplace_back<PT_table_reference* const&>,0.0,0.04,0.020700000000000007
__set_page_dirty,0.0,0.04,0.020600000000000014
pack_rows::TableCollection::TableCollection,0.0,0.04,0.02060000000000001
add_timer,0.01,0.04,0.02060000000000001
locksys::Latches::Page_shards::get_mutex,0.01,0.04,0.02060000000000001
thd_tablespace_op,0.01,0.04,0.02050000000000001
FilterIterator::Init,0.01,0.04,0.02050000000000001
pfs_end_idle_wait_v1,0.0,0.04,0.02050000000000001
Field::can_be_compared_as_longlong,0.01,0.04,0.02040000000000001
is_explainable_query,0.0,0.04,0.020200000000000013
PFS_memory_shared_stat::apply_alloc_delta,0.0,0.04,0.020100000000000017
locksys::Latches::Page_shards::get_shard,0.01,0.04,0.020100000000000017
memcpy_toiovec,0.0,0.04,0.020000000000000014
buf_flush_lists,0.02,0.02,0.02
lock_get_type,0.01,0.04,0.019900000000000015
Item::update_used_tables,0.0,0.03,0.019800000000000016
Item_equal::members,0.01,0.04,0.019800000000000016
pfs_unlock_mutex_v1,0.0,0.04,0.019800000000000012
Deadlock_notifier::print,0.0,0.04,0.019772727272727286
sql_strmake_with_convert,0.01,0.05,0.019600000000000017
my_eof,0.01,0.04,0.019600000000000013
MYSQL_BIN_LOG::assign_automatic_gtids_to_flush_group,0.01,0.04,0.019600000000000013
Item_func::argument_count,0.01,0.04,0.019600000000000013
my_charset_repertoire,0.01,0.03,0.019500000000000014
unlock_page,0.01,0.04,0.019400000000000014
row_ins_index_entry_set_vals,0.01,0.04,0.019400000000000014
Lex_input_stream::body_utf8_append_literal,0.0,0.04,0.01930000000000001
Query_block::make_active_options,0.0,0.04,0.019200000000000016
_cond_resched,0.01,0.03,0.019100000000000016
dict_table_autoinc_log,0.01,0.04,0.019100000000000013
sys_clock_gettime,0.01,0.04,0.019000000000000013
Item_field::check_column_privileges,0.01,0.03,0.019000000000000013
ha_innobase::innobase_set_max_autoinc,0.0,0.03,0.018900000000000014
PFS_thread::mem_cnt_alloc,0.01,0.04,0.018900000000000014
find_item_equal,0.0,0.04,0.018900000000000014
make_cond_for_table,0.01,0.04,0.018900000000000014
PTI_comp_op::~PTI_comp_op,0.01,0.04,0.018900000000000014
trx_is_interrupted,0.01,0.04,0.018800000000000015
__check_heap_object,0.01,0.04,0.018800000000000015
mlog_open_and_write_index,0.01,0.03,0.018800000000000015
quick_range_seq_next,0.0,0.03,0.018700000000000015
dd::cache::Local_multi_map<dd::Schema>::erase,0.0,0.04,0.018700000000000012
dict_index_contains_col_or_prefix,0.0,0.04,0.018700000000000012
__strchrnul,0.0,0.04,0.018600000000000016
handler::worst_seek_times,0.0,0.04,0.018600000000000016
JOIN_TAB::cleanup,0.0,0.04,0.018600000000000016
Diagnostics_area::copy_non_errors_from_da,0.01,0.05,0.018600000000000012
Transaction_state_tracker::end_trx,0.01,0.04,0.018400000000000014
Query_term::cleanup_query_result,0.01,0.04,0.01830000000000001
mod_timer,0.0,0.04,0.01830000000000001
Item_bool_func2::set_cmp_func,0.0,0.04,0.018200000000000015
Rpl_transaction_write_set_ctx::clear_write_set,0.0,0.04,0.018200000000000015
handler::set_end_range,0.0,0.03,0.018200000000000015
Diagnostics_area::push_diagnostics_area,0.0,0.03,0.018000000000000013
check_stack_object,0.01,0.03,0.018000000000000013
ib_srv_purge,0.01,0.05,0.017900000000000013
DsMrr_impl::dsmrr_init,0.0,0.04,0.017900000000000013
Query_expression::invalidate,0.01,0.04,0.017900000000000013
add_info_string,0.0,0.04,0.017800000000000014
alloc_pages_vma,0.0,0.03,0.017800000000000014
security_socket_recvmsg,0.01,0.03,0.01780000000000001
bitmap_copy,0.01,0.04,0.017700000000000014
handler::ha_index_end,0.0,0.03,0.017700000000000014
Item_int::eq,0.0,0.03,0.017700000000000014
SetCostOnTableAccessPath,0.0,0.03,0.01770000000000001
THD::send_result_set_row,0.0,0.04,0.01770000000000001
blkdev_issue_flush,0.0,0.04,0.01770000000000001
handler::column_bitmaps_signal,0.0,0.04,0.017400000000000013
JOIN::test_skip_sort,0.0,0.03,0.017400000000000013
pagevec_lookup_tag,0.01,0.04,0.017400000000000013
__cxxabiv1::__si_class_type_info::__do_dyncast,0.01,0.04,0.017300000000000013
item_cmp_type,0.01,0.03,0.01730000000000001
Item_func_between::~Item_func_between,0.0,0.03,0.01730000000000001
Protocol_text::type,0.01,0.03,0.017200000000000014
normalize_dirname,0.0,0.04,0.017100000000000014
_copy_from_user,0.0,0.04,0.017100000000000014
trans_begin,0.01,0.04,0.01700000000000001
JOIN_TAB::set_table,0.01,0.04,0.01700000000000001
Item_func_numhybrid::resolve_type_inner,0.0,0.03,0.01700000000000001
Table_map_log_event::write_data_body,0.01,0.04,0.016900000000000012
dput,0.01,0.04,0.016900000000000012
JOIN::make_sum_func_list,0.0,0.03,0.016800000000000013
PROFILING::finish_current_query,0.0,0.03,0.016800000000000013
Protocol_classic::get_net,0.0,0.04,0.01680000000000001
PFS_session_all_memory_stat::count_uncontrolled_alloc,0.0,0.04,0.01680000000000001
Optimize_table_order::consider_plan,0.01,0.03,0.016700000000000013
Opt_trace_context::support_I_S,0.0,0.03,0.016700000000000013
locksys::Shard_naked_latch_guard::~Shard_naked_latch_guard,0.0,0.04,0.016700000000000013
calculate_key_len,0.0,0.04,0.01660000000000001
strlen@plt,0.01,0.03,0.01660000000000001
Query_expression::set_limit,0.01,0.03,0.01650000000000001
btr_search_info_update_slow,0.0,0.03,0.01650000000000001
ret_from_sys_call,0.0,0.03,0.01650000000000001
mtr_t::check_nolog_and_unmark,0.0,0.03,0.01650000000000001
LEX::release_plugins,0.0,0.04,0.016400000000000012
__libc_calloc,0.0,0.03,0.016400000000000012
PTI_in_sum_expr::itemize,0.0,0.04,0.016300000000000012
THD::issue_unsafe_warnings,0.0,0.03,0.016300000000000012
Ha_trx_info_list::Iterator::set_next,0.0,0.04,0.01630000000000001
validate_use_secondary_engine,0.0,0.03,0.016262626262626274
pack_rows::TableCollection::AddTable,0.0,0.03,0.016200000000000013
Session_consistency_gtids_ctx::notify_after_transaction_commit,0.01,0.03,0.016200000000000013
find_get_pages_tag,0.01,0.04,0.016200000000000013
get_cached_table_access,0.0,0.04,0.01600000000000001
buf::Block_hint::store,0.0,0.04,0.015959595959595972
pfs_set_statement_lock_time_vc,0.0,0.03,0.01590000000000001
THD::inc_examined_row_count,0.0,0.03,0.01590000000000001
__radix_tree_lookup,0.0,0.03,0.015800000000000012
trx_purge,0.0,0.05,0.015800000000000012
compound_hint_key_enabled,0.0,0.03,0.015800000000000012
thd_in_lock_tables,0.0,0.03,0.015800000000000012
Item_field::collect_item_field_processor,0.0,0.04,0.01580000000000001
Item_bool_func::created_by_in2exists,0.0,0.04,0.015700000000000013
change_to_use_tmp_fields,0.0,0.04,0.015700000000000013
lock_clust_rec_cons_read_sees,0.0,0.03,0.01570000000000001
cap_socket_recvmsg,0.0,0.03,0.015600000000000011
Field::is_array,0.0,0.03,0.01560000000000001
Query_expression::get_field_list,0.0,0.04,0.01560000000000001
Item::cache_const_expr_transformer,0.0,0.03,0.015500000000000012
Filesort::Filesort,0.01,0.03,0.015400000000000011
is_ha_commit_low_invoking_commit_order,0.0,0.04,0.01540000000000001
[libaio.so.1.0.1],0.0,0.03,0.015306122448979604
retint_careful,0.0,0.03,0.015300000000000012
QUICK_RANGE::QUICK_RANGE,0.0,0.04,0.01530000000000001
Field_long::cmp,0.0,0.03,0.01530000000000001
Rows_log_event::~Rows_log_event,0.01,0.03,0.015200000000000012
radix_tree_descend,0.0,0.03,0.015200000000000012
hardware::crc32_using_pclmul,0.0,0.04,0.015100000000000011
SortingIterator::ReleaseBuffers,0.0,0.03,0.01510000000000001
blk_mq_sched_put_request,0.0,0.03,0.015000000000000012
native_send_call_func_ipi,0.0,0.04,0.015000000000000008
run_timer_softirq,0.01,0.02,0.015
_raw_spin_lock_irqsave,0.0,0.03,0.014848484848484859
Transactional_ddl_context::post_ddl,0.0,0.04,0.014800000000000011
GRANT_INFO::GRANT_INFO,0.0,0.03,0.01460000000000001
ha_innobase::reset,0.0,0.03,0.01460000000000001
Sql_cmd_select::eligible_secondary_storage_engine,0.0,0.03,0.014600000000000009
Item::eq_cmp_result,0.0,0.03,0.014500000000000011
free@plt,0.01,0.03,0.014500000000000011
PossiblyAttachFilter,0.0,0.03,0.014500000000000011
ha_innobase::open,0.0,0.06,0.014500000000000011
Query_block::validate_base_options,0.01,0.03,0.014500000000000008
JOIN::set_prefix_tables,0.0,0.03,0.01440000000000001
blk_mq_finish_request,0.0,0.03,0.01440000000000001
Item_field::equal_fields_propagator,0.0,0.04,0.01440000000000001
mlog_write_ulint,0.0,0.03,0.01440000000000001
ha_innobase::innobase_lock_autoinc,0.0,0.03,0.014300000000000009
Ha_trx_info_list::end,0.0,0.03,0.014242424242424251
thd_tx_priority,0.0,0.03,0.014200000000000011
Field::get_image,0.0,0.03,0.014200000000000011
__strcpy_sse2_unaligned,0.0,0.03,0.014200000000000008
Field::cmp_type,0.0,0.03,0.01410000000000001
pthread_rwlock_wrlock,0.0,0.03,0.01410000000000001
Protocol_text::start_row,0.0,0.04,0.01410000000000001
create_page_buffers,0.0,0.03,0.01400000000000001
MDL_ticket_store::is_empty,0.0,0.03,0.01400000000000001
dd::cache::Dictionary_client::acquire<dd::Table>,0.0,0.03,0.01400000000000001
add_transaction_credits,0.0,0.03,0.01393939393939395
Query_expression::ClearForExecution,0.0,0.03,0.01390000000000001
Binlog_group_commit_ctx::assign_ticket,0.0,0.03,0.01380000000000001
cap_socket_sendmsg,0.0,0.04,0.01380000000000001
Yacc_state::~Yacc_state,0.0,0.03,0.01380000000000001
mem_cgroup_cache_charge,0.0,0.03,0.01380000000000001
__x2apic_send_IPI_mask,0.0,0.03,0.01380000000000001
Diagnostics_area::pop_diagnostics_area,0.0,0.03,0.01380000000000001
generic_file_aio_read2,0.0,0.03,0.01370000000000001
"std::__merge_sort_with_buffer<Key_use*, Key_use*, __gnu_cxx::__ops::_Iter_comp_iter<bool",0.01,0.02,0.01370000000000001
ext4_file_read,0.0,0.03,0.01360000000000001
check_key_in_view,0.0,0.03,0.01360000000000001
IndexRangeScanIterator::IndexRangeScanIterator,0.0,0.03,0.01360000000000001
Item_field::charset_for_protocol,0.0,0.03,0.01360000000000001
reject_geometry_args,0.0,0.03,0.01360000000000001
do_generic_file_read.constprop.52,0.0,0.03,0.01350000000000001
JOIN::update_depend_map,0.0,0.03,0.01350000000000001
Query_block::invalidate,0.0,0.03,0.01350000000000001
dd::cache::Dictionary_client::remove_uncommitted_objects<dd::Schema>,0.0,0.03,0.01350000000000001
JOIN::mark_const_table,0.0,0.04,0.013400000000000009
insert_events_transactions_history,0.0,0.03,0.013400000000000009
ha_innobase::primary_key_is_clustered,0.0,0.03,0.013400000000000009
comp_eq_creator,0.0,0.03,0.013400000000000009
__pagevec_release,0.0,0.03,0.01330000000000001
pagevec_lru_move_fn,0.0,0.03,0.01330000000000001
"std::__insertion_sort<Key_use*, __gnu_cxx::__ops::_Iter_comp_iter<bool",0.0,0.03,0.01330000000000001
binlog::AtomicBgcTicket::scoped_lock,0.0,0.04,0.01330000000000001
Rows_log_event::do_add_row_data,0.0,0.03,0.01330000000000001
Protocol_classic::end_row,0.0,0.02,0.01330000000000001
TableRowIterator::HandleError,0.0,0.03,0.013300000000000008
LEX_GRANT_AS::cleanup,0.0,0.04,0.01320000000000001
dd::cache::Local_multi_map<dd::Charset>::erase,0.0,0.03,0.01320000000000001
log_buffer_write_completed,0.0,0.03,0.01320000000000001
LEX::need_correct_ident,0.0,0.03,0.01320000000000001
set_record_buffer,0.0,0.03,0.013131313131313141
init_ref,0.0,0.03,0.01310000000000001
"merge_sort<JOIN_TAB, Join_tab_compare_default>",0.0,0.03,0.01310000000000001
MVCC::is_view_active,0.0,0.03,0.01300000000000001
TableRowIterator::StartPSIBatchMode,0.0,0.02,0.01300000000000001
find_item_in_list,0.0,0.03,0.01300000000000001
Field::key_cmp,0.0,0.03,0.01300000000000001
binlog_cache_data::compress,0.0,0.03,0.01300000000000001
TABLE_SHARE::find_histogram,0.0,0.03,0.012929292929292938
LEX::set_trg_event_type_for_tables,0.0,0.03,0.012929292929292938
table_has_generated_invisible_primary_key,0.0,0.03,0.012900000000000009
JOIN::refresh_base_slice,0.0,0.03,0.012900000000000009
os_file_read_func,0.0,0.03,0.012900000000000009
Ha_trx_info_list::Iterator::operator++,0.0,0.04,0.01280000000000001
Diagnostics_area::set_ok_status,0.0,0.03,0.01280000000000001
Query_result_send::cleanup,0.0,0.03,0.01270000000000001
JOIN::adjust_access_methods,0.0,0.03,0.01270000000000001
MDL_context::release_transactional_locks,0.0,0.03,0.012626262626262635
key_cmp,0.0,0.03,0.012600000000000009
Ha_trx_info_list::Iterator::operator!=,0.0,0.03,0.012600000000000009
sys_io_getevents,0.0,0.03,0.012577319587628874
unsupported_json_comparison,0.0,0.03,0.012525252525252535
DsMrr_impl::dsmrr_close,0.0,0.03,0.012525252525252535
Field_str::decimals,0.0,0.03,0.01250000000000001
Table_map_log_event::init_signedness_field,0.0,0.03,0.01250000000000001
ENGINE_get_digest_engine,0.0,0.03,0.01250000000000001
bio_put,0.0,0.03,0.01250000000000001
binlog::Bgc_ticket_manager::assign_session_to_ticket,0.0,0.03,0.01250000000000001
out_of_line_wait_on_bit,0.0,0.03,0.012400000000000008
dd::cache::Local_multi_map<dd::Collation>::erase,0.0,0.03,0.012400000000000008
Gtid_state::update_commit_group,0.0,0.03,0.012400000000000008
Item_field::add_field_to_cond_set_processor,0.0,0.03,0.012400000000000008
que_run_threads,0.0,0.03,0.012400000000000008
log_wait_for_space_in_log_recent_closed,0.0,0.03,0.012244897959183682
__errno_location@plt,0.0,0.03,0.012222222222222232
jbd2_journal_add_journal_head,0.0,0.03,0.012222222222222232
__sched_yield,0.0,0.1,0.012187500000000006
fil_space_t::was_not_deleted,0.0,0.03,0.012100000000000008
fsp_reserve_free_extents,0.0,0.05,0.012061855670103101
EVP_DigestUpdate@plt,0.0,0.03,0.012000000000000009
dd::cache::Local_multi_map<dd::Tablespace>::erase,0.0,0.03,0.012000000000000009
Item_func::may_have_named_parameters,0.0,0.03,0.011919191919191928
Item_func_between::is_bool_func,0.0,0.03,0.011919191919191928
IndexRangeScanIterator::shared_init,0.0,0.03,0.011900000000000008
pfs_set_socket_state_v1,0.0,0.03,0.011900000000000006
cmp_dtuple_rec,0.0,0.03,0.011818181818181827
ext4_da_get_block_prep,0.0,0.02,0.011818181818181827
handler::multi_range_read_init,0.0,0.03,0.011800000000000008
MDL_ticket::get_key,0.0,0.03,0.011800000000000008
"std::__detail::_Hashtable_alloc<temptable::Allocator<std::__detail::_Hash_node<temptable::Indexed_cells, true>, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> > >::_M_allocate_buckets",0.0,0.02,0.011800000000000008
rec_offs_nth_extern,0.0,0.03,0.011717171717171725
bit_waitqueue,0.0,0.03,0.011700000000000009
std::string::append,0.0,0.03,0.011700000000000009
memdup_root,0.0,0.03,0.011700000000000009
Query_block::get_offset,0.0,0.03,0.011700000000000009
Protocol_classic::end_result_metadata,0.0,0.03,0.011700000000000009
srv_master_thread,0.0,0.03,0.011666666666666672
Query_block::reset_nj_counters,0.0,0.02,0.011616161616161625
construct_lookup,0.0,0.03,0.011616161616161625
__mem_cgroup_commit_charge,0.0,0.03,0.011616161616161625
my_b_safe_write,0.0,0.02,0.011600000000000008
__lll_lock_wait,0.0,0.03,0.011600000000000008
free_tmp_table,0.0,0.02,0.011600000000000008
and_conditions,0.0,0.03,0.011600000000000008
Log_event::get_type_code,0.0,0.02,0.011600000000000008
idx_merge_hint_state,0.0,0.03,0.011515151515151523
pfs_get_thread_file_stream_locker_vc,0.0,0.02,0.011515151515151523
Delegate::is_empty,0.0,0.03,0.011515151515151523
Field_long::pack_length,0.0,0.03,0.011515151515151523
buf_flush_init_for_writing,0.0,0.03,0.011428571428571437
