Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,Delivery,1763085048.865603,14513,11,1
3,OrderStatus,1763085048.865647,640,6,1
1,NewOrder,1763085048.866292,6856,6,1
1,NewOrder,1763085048.867781,9999,14,1
3,OrderStatus,1763085048.867784,1383,3,1
2,Payment,1763085048.867795,5374,7,1
2,Payment,1763085048.867801,5354,5,1
1,NewOrder,1763085048.867816,20152,1,1
1,NewOrder,1763085048.867833,7988,2,1
2,Payment,1763085048.867966,5179,0,1
2,Payment,1763085048.869172,6631,3,1
1,NewOrder,1763085048.870329,7473,10,1
1,NewOrder,1763085048.870340,9818,13,1
1,NewOrder,1763085048.870343,7883,8,1
2,Payment,1763085048.870354,5458,4,1
2,Payment,1763085048.870403,5392,12,1
1,NewOrder,1763085048.873150,7007,0,1
1,NewOrder,1763085048.873150,9899,9,1
1,NewOrder,1763085048.873154,9895,6,1
2,Payment,1763085048.873161,4615,5,1
1,NewOrder,1763085048.873175,6964,7,1
1,NewOrder,1763085048.873201,6916,15,1
1,NewOrder,1763085048.875800,9920,12,1
2,Payment,1763085048.875809,4272,3,1
5,StockLevel,1763085048.875819,2467,4,1
1,NewOrder,1763085048.875827,14150,2,1
1,NewOrder,1763085048.877781,10232,5,1
3,OrderStatus,1763085048.877786,702,14,1
2,Payment,1763085048.877808,5321,10,1
1,NewOrder,1763085048.878229,9751,8,1
1,NewOrder,1763085048.878287,7456,4,1
1,NewOrder,1763085048.878494,9484,14,1
1,NewOrder,1763085048.880087,9848,3,1
1,NewOrder,1763085048.880119,7877,15,1
1,NewOrder,1763085048.880123,7865,11,1
2,Payment,1763085048.880145,5576,7,1
2,Payment,1763085048.880164,5558,0,1
1,NewOrder,1763085048.880172,9763,13,1
2,Payment,1763085048.883055,4950,9,1
2,Payment,1763085048.883057,4941,6,1
2,Payment,1763085048.883134,4856,10,1
2,Payment,1763085048.885726,4204,7,1
2,Payment,1763085048.885726,4198,12,1
2,Payment,1763085048.885729,4227,0,1
1,NewOrder,1763085048.885754,6656,4,1
2,Payment,1763085048.887975,4441,1,1
2,Payment,1763085048.887983,4428,14,1
3,OrderStatus,1763085048.887985,709,8,1
2,Payment,1763085048.887994,4398,11,1
1,NewOrder,1763085048.887995,8742,10,1
1,NewOrder,1763085048.888002,6591,15,1
2,Payment,1763085048.888003,4394,6,1
1,NewOrder,1763085048.888011,8722,9,1
2,Payment,1763085048.888017,4383,5,1
2,Payment,1763085048.888701,5821,8,1
5,StockLevel,1763085048.889930,1035,12,1
1,NewOrder,1763085048.889935,11511,7,1
1,NewOrder,1763085048.889941,6824,3,1
1,NewOrder,1763085048.889942,9121,13,1
2,Payment,1763085048.889962,4555,0,1
5,StockLevel,1763085048.889979,1520,2,1
2,Payment,1763085048.890970,3563,12,1
2,Payment,1763085048.891505,6263,2,1
1,NewOrder,1763085048.892398,12148,11,1
1,NewOrder,1763085048.892404,6699,6,1
1,NewOrder,1763085048.892412,6671,5,1
1,NewOrder,1763085048.892415,9291,14,1
2,Payment,1763085048.892417,4315,4,1
1,NewOrder,1763085048.892421,9008,1,1
2,Payment,1763085048.894523,4551,0,1
1,NewOrder,1763085048.894527,12134,8,1
1,NewOrder,1763085048.894539,12062,12,1
1,NewOrder,1763085048.894597,9957,15,1
1,NewOrder,1763085048.896738,9816,4,1
1,NewOrder,1763085048.896740,9809,9,1
2,Payment,1763085048.896743,5093,10,1
1,NewOrder,1763085048.896769,9777,3,1
2,Payment,1763085048.897774,3671,2,1
1,NewOrder,1763085048.899069,7523,13,1
1,NewOrder,1763085048.899080,7473,0,1
1,NewOrder,1763085048.899089,10039,5,1
1,NewOrder,1763085048.899109,7473,6,1
1,NewOrder,1763085048.901435,10669,1,1
4,Delivery,1763085048.901451,15377,2,1
2,Payment,1763085048.901452,5090,7,1
1,NewOrder,1763085048.901712,10373,14,1
2,Payment,1763085048.901843,4719,10,1
3,OrderStatus,1763085048.904552,732,11,1
1,NewOrder,1763085048.904561,9531,15,1
2,Payment,1763085048.905289,3845,11,1
1,NewOrder,1763085048.906549,27767,7,1
2,Payment,1763085048.906552,5530,3,1
2,Payment,1763085048.906555,5562,9,1
2,Payment,1763085048.906558,5528,4,1
5,StockLevel,1763085048.906559,1112,0,1
2,Payment,1763085048.906568,5533,10,1
2,Payment,1763085048.906590,5512,6,1
2,Payment,1763085048.906598,5496,13,1
1,NewOrder,1763085048.906603,7482,12,1
1,NewOrder,1763085048.906668,10170,8,1
2,Payment,1763085048.907676,4410,0,1
4,Delivery,1763085048.909132,14490,5,1
2,Payment,1763085048.909139,4944,11,1
1,NewOrder,1763085048.912087,7035,3,1
2,Payment,1763085048.912091,4749,14,1
2,Payment,1763085048.912092,4748,4,1
1,NewOrder,1763085048.912094,8860,0,1
2,Payment,1763085048.912101,4776,13,1
1,NewOrder,1763085048.912108,8863,10,1
5,StockLevel,1763085048.912108,1394,6,1
1,NewOrder,1763085048.912111,9066,1,1
1,NewOrder,1763085048.912120,6967,9,1
1,NewOrder,1763085048.913507,7457,6,1
1,NewOrder,1763085048.914088,9525,11,1
1,NewOrder,1763085048.914092,6876,12,1
1,NewOrder,1763085048.914098,12237,15,1
2,Payment,1763085048.916840,4122,2,1
2,Payment,1763085048.916843,4848,8,1
5,StockLevel,1763085048.916846,1453,14,1
1,NewOrder,1763085048.916847,9480,4,1
1,NewOrder,1763085048.916883,9448,13,1
4,Delivery,1763085048.918304,19501,14,1
1,NewOrder,1763085048.919093,9794,9,1
4,Delivery,1763085048.919127,18625,3,1
2,Payment,1763085048.920960,5375,0,1
2,Payment,1763085048.920967,5368,2,1
2,Payment,1763085048.920970,5364,6,1
2,Payment,1763085048.920974,5372,12,1
2,Payment,1763085048.920976,5356,10,1
1,NewOrder,1763085048.921183,7700,1,1
1,NewOrder,1763085048.921698,7204,8,1
3,OrderStatus,1763085048.923619,713,11,1
3,OrderStatus,1763085048.923633,719,5,1
2,Payment,1763085048.924337,4565,11,1
2,Payment,1763085048.924357,4550,5,1
2,Payment,1763085048.926333,8062,4,1
2,Payment,1763085048.926339,8484,13,1
2,Payment,1763085048.926339,7988,6,1
2,Payment,1763085048.926340,7988,10,1
1,NewOrder,1763085048.926342,11432,2,1
2,Payment,1763085048.926342,7991,0,1
1,NewOrder,1763085048.926345,11427,15,1
2,Payment,1763085048.926349,7969,12,1
1,NewOrder,1763085048.928888,10919,1,1
4,Delivery,1763085048.928893,16891,9,1
1,NewOrder,1763085048.928908,10888,8,1
2,Payment,1763085048.928908,8815,11,1
1,NewOrder,1763085048.928911,8826,5,1
1,NewOrder,1763085048.934323,7850,7,1
1,NewOrder,1763085048.934325,7953,12,1
5,StockLevel,1763085048.934336,1192,6,1
3,OrderStatus,1763085048.934336,1376,10,1
1,NewOrder,1763085048.934339,11384,0,1
2,Payment,1763085048.934398,5412,4,1
2,Payment,1763085048.934829,4976,13,1
2,Payment,1763085048.935535,4290,6,1
1,NewOrder,1763085048.935718,10009,10,1
1,NewOrder,1763085048.937730,7983,11,1
2,Payment,1763085048.937740,4470,5,1
2,Payment,1763085048.937758,4431,3,1
2,Payment,1763085048.937779,4396,15,1
2,Payment,1763085048.937780,4391,2,1
2,Payment,1763085048.937810,4436,14,1
1,NewOrder,1763085048.939803,9184,8,1
1,NewOrder,1763085048.939811,11322,1,1
1,NewOrder,1763085048.939811,9187,13,1
2,Payment,1763085048.939822,5992,4,1
2,Payment,1763085048.939830,5969,6,1
2,Payment,1763085048.942179,6803,2,1
1,NewOrder,1763085048.942180,8927,15,1
2,Payment,1763085048.942181,6824,7,1
1,NewOrder,1763085048.942195,8983,3,1
2,Payment,1763085048.942216,6812,5,1
2,Payment,1763085048.942248,6741,14,1
5,StockLevel,1763085048.942284,1403,12,1
1,NewOrder,1763085048.943692,7534,12,1
2,Payment,1763085048.945718,5438,11,1
4,Delivery,1763085048.945729,15247,0,1
1,NewOrder,1763085048.945733,9569,10,1
2,Payment,1763085048.945790,5382,9,1
2,Payment,1763085048.945805,5326,6,1
2,Payment,1763085048.945817,5317,4,1
1,NewOrder,1763085048.948987,8900,2,1
3,OrderStatus,1763085048.948992,876,8,1
2,Payment,1763085048.948995,4272,14,1
1,NewOrder,1763085048.949004,8870,13,1
1,NewOrder,1763085048.949009,11960,7,1
2,Payment,1763085048.949034,4232,5,1
2,Payment,1763085048.949874,3397,8,1
2,Payment,1763085048.951114,4196,15,1
2,Payment,1763085048.951137,4232,6,1
2,Payment,1763085048.951140,4165,1,1
2,Payment,1763085048.951141,4169,4,1
1,NewOrder,1763085048.951167,9816,11,1
4,Delivery,1763085048.951174,19971,9,1
1,NewOrder,1763085048.951182,9801,3,1
1,NewOrder,1763085048.951229,6671,12,1
2,Payment,1763085048.953272,4617,5,1
2,Payment,1763085048.953273,7711,14,1
1,NewOrder,1763085048.953277,14952,8,1
2,Payment,1763085048.955308,5678,10,1
1,NewOrder,1763085048.955310,12908,1,1
2,Payment,1763085048.955316,5724,15,1
2,Payment,1763085048.955317,5659,4,1
4,Delivery,1763085048.955374,15781,6,1
2,Payment,1763085048.957880,10334,13,1
1,NewOrder,1763085048.957892,13253,2,1
4,Delivery,1763085048.957901,15489,5,1
3,OrderStatus,1763085048.957906,664,12,1
2,Payment,1763085048.958576,9652,12,1
2,Payment,1763085048.960975,10141,7,1
2,Payment,1763085048.960982,10144,0,1
1,NewOrder,1763085048.960984,10198,4,1
2,Payment,1763085048.960988,10137,14,1
2,Payment,1763085048.960990,10125,3,1
5,StockLevel,1763085048.960990,1401,11,1
2,Payment,1763085048.960992,10137,10,1
2,Payment,1763085048.961046,10107,15,1
4,Delivery,1763085048.962396,13540,11,1
2,Payment,1763085048.968219,6450,13,1
1,NewOrder,1763085048.968223,7682,1,1
2,Payment,1763085048.968233,6384,12,1
1,NewOrder,1763085048.968234,8165,8,1
2,Payment,1763085048.971120,4789,3,1
2,Payment,1763085048.971123,4833,7,1
1,NewOrder,1763085048.971128,9107,14,1
4,Delivery,1763085048.971133,18538,0,1
2,Payment,1763085048.971136,4817,10,1
1,NewOrder,1763085048.971151,10052,2,1
2,Payment,1763085048.971152,4761,9,1
1,NewOrder,1763085048.971157,9095,15,1
5,StockLevel,1763085048.971163,1421,6,1
1,NewOrder,1763085048.971185,11181,4,1
4,Delivery,1763085048.972590,17058,6,1
1,NewOrder,1763085048.973395,6841,5,1
1,NewOrder,1763085048.974622,15034,12,1
1,NewOrder,1763085048.974671,11716,13,1
2,Payment,1763085048.975912,5090,1,1
1,NewOrder,1763085048.975915,10484,3,1
2,Payment,1763085048.975919,4330,9,1
2,Payment,1763085048.975942,4337,11,1
1,NewOrder,1763085048.975960,10433,10,1
2,Payment,1763085048.975963,4275,7,1
2,Payment,1763085048.976405,6039,8,1
1,NewOrder,1763085048.980242,9421,14,1
4,Delivery,1763085048.980243,15392,5,1
5,StockLevel,1763085048.980245,1148,7,1
1,NewOrder,1763085048.980256,9413,9,1
2,Payment,1763085048.980264,6145,15,1
1,NewOrder,1763085048.980285,9415,11,1
1,NewOrder,1763085048.981008,8681,1,1
2,Payment,1763085048.981209,8458,2,1
2,Payment,1763085048.981407,8267,7,1
3,OrderStatus,1763085048.982373,839,4,1
5,StockLevel,1763085048.982450,6047,8,1
1,NewOrder,1763085048.983218,9473,4,1
2,Payment,1763085048.986393,6282,13,1
1,NewOrder,1763085048.986398,11786,10,1
1,NewOrder,1763085048.986405,9174,3,1
1,NewOrder,1763085048.986414,9157,15,1
1,NewOrder,1763085048.988502,9691,8,1
1,NewOrder,1763085048.989654,10581,6,1
2,Payment,1763085048.989662,5915,12,1
1,NewOrder,1763085048.989668,10552,14,1
2,Payment,1763085048.989672,6019,2,1
2,Payment,1763085048.989674,5903,9,1
2,Payment,1763085048.989678,5930,0,1
4,Delivery,1763085048.989682,15680,7,1
1,NewOrder,1763085048.989692,8489,1,1
1,NewOrder,1763085048.989704,10668,11,1
2,Payment,1763085048.992682,5544,13,1
1,NewOrder,1763085048.992697,7523,4,1
1,NewOrder,1763085048.995577,9787,15,1
1,NewOrder,1763085048.995584,6910,12,1
2,Payment,1763085048.995584,4639,9,1
5,StockLevel,1763085048.995586,1390,3,1
5,StockLevel,1763085048.995615,1173,0,1
1,NewOrder,1763085048.995637,9702,5,1
1,NewOrder,1763085048.995697,6794,2,1
1,NewOrder,1763085048.996794,8550,0,1
2,Payment,1763085048.996980,3331,3,1
1,NewOrder,1763085048.998187,9344,1,1
1,NewOrder,1763085048.998191,11495,10,1
1,NewOrder,1763085048.998199,9331,8,1
1,NewOrder,1763085048.998232,9326,13,1
1,NewOrder,1763085049.000226,7312,14,1
4,Delivery,1763085049.000226,15635,4,1
2,Payment,1763085049.000230,5226,9,1
1,NewOrder,1763085049.000242,12755,6,1
3,OrderStatus,1763085049.000318,1490,3,1
2,Payment,1763085049.000376,4972,11,1
1,NewOrder,1763085049.001813,11197,3,1
3,OrderStatus,1763085049.002497,738,2,1
1,NewOrder,1763085049.002500,7192,12,1
2,Payment,1763085049.003240,4310,2,1
2,Payment,1763085049.005345,4354,5,1
1,NewOrder,1763085049.005350,10498,0,1
1,NewOrder,1763085049.005354,7663,11,1
2,Payment,1763085049.005366,5551,7,1
1,NewOrder,1763085049.005369,10483,15,1
2,Payment,1763085049.005461,4243,9,1
2,Payment,1763085049.007535,6047,8,1
2,Payment,1763085049.007537,6004,1,1
1,NewOrder,1763085049.007544,10256,14,1
1,NewOrder,1763085049.007565,8275,13,1
1,NewOrder,1763085049.007567,10270,2,1
1,NewOrder,1763085049.009692,11241,10,1
1,NewOrder,1763085049.009698,8099,12,1
2,Payment,1763085049.009705,6137,5,1
1,NewOrder,1763085049.009711,8094,9,1
1,NewOrder,1763085049.010924,10057,7,1
1,NewOrder,1763085049.013010,18903,6,1
1,NewOrder,1763085049.013016,7923,3,1
1,NewOrder,1763085049.013024,18892,11,1
5,StockLevel,1763085049.013547,1034,1,1
2,Payment,1763085049.013588,4212,8,1
2,Payment,1763085049.014587,3216,1,1
1,NewOrder,1763085049.015846,16121,13,1
1,NewOrder,1763085049.015846,16075,5,1
2,Payment,1763085049.015855,16041,0,1
2,Payment,1763085049.015858,16040,15,1
1,NewOrder,1763085049.015868,16069,4,1
4,Delivery,1763085049.017804,14570,12,1
1,NewOrder,1763085049.017807,14171,14,1
1,NewOrder,1763085049.017807,14106,8,1
1,NewOrder,1763085049.017808,14433,1,1
1,NewOrder,1763085049.017810,14105,9,1
1,NewOrder,1763085049.017839,14140,2,1
2,Payment,1763085049.020940,10997,10,1
1,NewOrder,1763085049.020945,11016,3,1
2,Payment,1763085049.020986,10931,7,1
1,NewOrder,1763085049.031903,28403,0,1
2,Payment,1763085049.031905,8689,15,1
2,Payment,1763085049.031919,8681,8,1
1,NewOrder,1763085049.031919,28381,6,1
1,NewOrder,1763085049.031922,28367,11,1
2,Payment,1763085049.031922,8675,9,1
2,Payment,1763085049.031925,8681,7,1
2,Payment,1763085049.031925,28363,5,1
2,Payment,1763085049.031940,8666,4,1
1,NewOrder,1763085049.031941,28346,10,1
2,Payment,1763085049.031967,32701,3,1
2,Payment,1763085049.031969,8628,13,1
1,NewOrder,1763085049.031980,28326,14,1
2,Payment,1763085049.031981,8629,2,1
1,NewOrder,1763085049.032248,28047,1,1
1,NewOrder,1763085049.032380,27928,12,1
2,Payment,1763085049.040600,23985,15,1
2,Payment,1763085049.040604,21728,9,1
2,Payment,1763085049.040604,23985,8,1
1,NewOrder,1763085049.040605,21782,13,1
3,OrderStatus,1763085049.040612,849,4,1
2,Payment,1763085049.040612,24051,7,1
1,NewOrder,1763085049.040614,21774,2,1
2,Payment,1763085049.041468,23341,4,1
1,NewOrder,1763085049.060293,8907,10,1
1,NewOrder,1763085049.060296,6307,5,1
4,Delivery,1763085049.060297,15045,11,1
1,NewOrder,1763085049.060302,8942,1,1
2,Payment,1763085049.060304,4284,6,1
2,Payment,1763085049.060312,4269,0,1
1,NewOrder,1763085049.060312,6271,14,1
1,NewOrder,1763085049.060314,12973,12,1
2,Payment,1763085049.062338,4262,9,1
1,NewOrder,1763085049.062394,8984,13,1
1,NewOrder,1763085049.062395,10901,2,1
1,NewOrder,1763085049.064587,10756,0,1
2,Payment,1763085049.064593,4587,15,1
1,NewOrder,1763085049.064594,21369,8,1
1,NewOrder,1763085049.064596,8702,6,1
2,Payment,1763085049.064669,4580,7,1
1,NewOrder,1763085049.064673,10661,3,1
3,OrderStatus,1763085049.064814,2361,4,1
1,NewOrder,1763085049.066589,8747,14,1
1,NewOrder,1763085049.066605,19354,9,1
1,NewOrder,1763085049.066609,8726,5,1
1,NewOrder,1763085049.067181,8190,4,1
2,Payment,1763085049.069187,4112,15,1
1,NewOrder,1763085049.069207,8378,10,1
2,Payment,1763085049.069250,4052,1,1
1,NewOrder,1763085049.069256,6080,7,1
3,OrderStatus,1763085049.071384,740,13,1
2,Payment,1763085049.072129,3214,13,1
2,Payment,1763085049.073293,4994,12,1
1,NewOrder,1763085049.073303,12653,2,1
2,Payment,1763085049.073305,4996,6,1
2,Payment,1763085049.073305,4230,15,1
2,Payment,1763085049.073308,4233,1,1
4,Delivery,1763085049.075341,14810,5,1
3,OrderStatus,1763085049.075341,846,3,1
4,Delivery,1763085049.075342,14971,7,1
2,Payment,1763085049.075344,7651,14,1
1,NewOrder,1763085049.075346,10633,13,1
1,NewOrder,1763085049.075348,10624,11,1
1,NewOrder,1763085049.075348,10626,0,1
2,Payment,1763085049.075373,7630,4,1
1,NewOrder,1763085049.076193,9778,3,1
1,NewOrder,1763085049.077541,10488,15,1
2,Payment,1763085049.077547,8423,1,1
3,OrderStatus,1763085049.077588,1447,10,1
1,NewOrder,1763085049.078293,9740,12,1
2,Payment,1763085049.078307,7659,6,1
1,NewOrder,1763085049.079041,11099,10,1
2,Payment,1763085049.083000,5027,14,1
2,Payment,1763085049.083009,5013,4,1
2,Payment,1763085049.085963,4215,2,1
4,Delivery,1763085049.085969,16802,8,1
2,Payment,1763085049.085974,4202,9,1
1,NewOrder,1763085049.085974,10064,6,1
1,NewOrder,1763085049.085975,7151,3,1
2,Payment,1763085049.085977,4173,11,1
1,NewOrder,1763085049.085977,10046,1,1
3,OrderStatus,1763085049.085977,680,0,1
2,Payment,1763085049.085986,4169,13,1
2,Payment,1763085049.086663,3525,0,1
2,Payment,1763085049.088028,5124,4,1
2,Payment,1763085049.088033,4990,14,1
4,Delivery,1763085049.088036,17061,15,1
1,NewOrder,1763085049.088039,11680,12,1
1,NewOrder,1763085049.090147,12644,10,1
2,Payment,1763085049.090157,5877,5,1
1,NewOrder,1763085049.090159,9565,11,1
1,NewOrder,1763085049.090161,12612,13,1
1,NewOrder,1763085049.090183,12570,9,1
2,Payment,1763085049.090185,5833,2,1
2,Payment,1763085049.090189,9522,0,1
1,NewOrder,1763085049.090319,9411,7,1
1,NewOrder,1763085049.093029,9778,14,1
1,NewOrder,1763085049.093132,9703,3,1
2,Payment,1763085049.093158,6562,4,1
1,NewOrder,1763085049.096023,9084,2,1
2,Payment,1763085049.096029,6729,1,1
2,Payment,1763085049.096039,6728,5,1
4,Delivery,1763085049.096044,13778,6,1
1,NewOrder,1763085049.099716,10093,0,1
2,Payment,1763085049.099725,5394,4,1
1,NewOrder,1763085049.099726,7417,12,1
2,Payment,1763085049.099729,5376,11,1
2,Payment,1763085049.099736,6945,7,1
1,NewOrder,1763085049.102760,20847,9,1
3,OrderStatus,1763085049.102764,868,1,1
2,Payment,1763085049.102773,7040,5,1
2,Payment,1763085049.102777,18080,8,1
2,Payment,1763085049.102777,4478,13,1
2,Payment,1763085049.102796,18066,10,1
2,Payment,1763085049.102812,4394,14,1
2,Payment,1763085049.102839,4307,3,1
2,Payment,1763085049.103644,9662,1,1
5,StockLevel,1763085049.105101,1106,15,1
1,NewOrder,1763085049.105112,8204,11,1
1,NewOrder,1763085049.105114,6791,2,1
2,Payment,1763085049.105125,4683,4,1
2,Payment,1763085049.106212,5690,15,1
1,NewOrder,1763085049.106688,8533,7,1
1,NewOrder,1763085049.107150,10780,12,1
1,NewOrder,1763085049.107152,8068,3,1
1,NewOrder,1763085049.107209,19086,14,1
4,Delivery,1763085049.107267,31878,13,1
2,Payment,1763085049.109815,3508,4,1
2,Payment,1763085049.109816,3489,0,1
2,Payment,1763085049.109820,3493,5,1
4,Delivery,1763085049.109829,27168,6,1
4,Delivery,1763085049.111909,25075,15,1
1,NewOrder,1763085049.111909,11660,2,1
1,NewOrder,1763085049.113310,12978,0,1
2,Payment,1763085049.113313,4618,1,1
2,Payment,1763085049.113319,4619,5,1
2,Payment,1763085049.113321,4620,11,1
1,NewOrder,1763085049.113329,18405,4,1
2,Payment,1763085049.115226,5629,7,1
1,NewOrder,1763085049.115227,11074,3,1
2,Payment,1763085049.117936,5628,12,1
4,Delivery,1763085049.117937,19061,1,1
2,Payment,1763085049.117944,5618,5,1
1,NewOrder,1763085049.117948,13838,11,1
2,Payment,1763085049.120861,5443,7,1
1,NewOrder,1763085049.120863,10885,8,1
1,NewOrder,1763085049.120868,16102,10,1
2,Payment,1763085049.123570,8183,5,1
1,NewOrder,1763085049.123570,13425,12,1
2,Payment,1763085049.123575,8178,2,1
2,Payment,1763085049.123614,8165,9,1
4,Delivery,1763085049.126294,19446,0,1
1,NewOrder,1763085049.126301,10715,14,1
1,NewOrder,1763085049.126307,12853,3,1
1,NewOrder,1763085049.126307,12842,7,1
1,NewOrder,1763085049.131741,7418,4,1
2,Payment,1763085049.131754,7418,8,1
2,Payment,1763085049.131759,7396,2,1
1,NewOrder,1763085049.131760,7402,5,1
2,Payment,1763085049.131780,7375,9,1
1,NewOrder,1763085049.131788,13932,11,1
3,OrderStatus,1763085049.136975,1178,10,1
5,StockLevel,1763085049.136990,1069,15,1
1,NewOrder,1763085049.137000,11325,12,1
1,NewOrder,1763085049.137005,11337,6,1
3,OrderStatus,1763085049.137005,835,1,1
1,NewOrder,1763085049.137018,11338,14,1
1,NewOrder,1763085049.137846,10497,1,1
1,NewOrder,1763085049.138065,10291,15,1
2,Payment,1763085049.138159,10174,10,1
1,NewOrder,1763085049.139151,9966,13,1
1,NewOrder,1763085049.139154,9188,7,1
1,NewOrder,1763085049.139160,9448,2,1
1,NewOrder,1763085049.139161,11258,9,1
5,StockLevel,1763085049.139165,1383,4,1
1,NewOrder,1763085049.139165,11413,3,1
1,NewOrder,1763085049.139168,9192,5,1
1,NewOrder,1763085049.139179,11256,8,1
2,Payment,1763085049.140554,7779,4,1
1,NewOrder,1763085049.145725,14101,11,1
1,NewOrder,1763085049.145750,6834,0,1
2,Payment,1763085049.148338,4353,10,1
1,NewOrder,1763085049.148339,11533,4,1
2,Payment,1763085049.148340,4239,12,1
1,NewOrder,1763085049.148349,11544,1,1
4,Delivery,1763085049.148349,14460,6,1
4,Delivery,1763085049.148350,16641,7,1
4,Delivery,1763085049.148362,16595,14,1
2,Payment,1763085049.148362,4213,15,1
1,NewOrder,1763085049.148367,11438,5,1
1,NewOrder,1763085049.148614,7298,2,1
1,NewOrder,1763085049.149131,14521,13,1
2,Payment,1763085049.150425,5488,9,1
2,Payment,1763085049.150443,5476,8,1
4,Delivery,1763085049.150585,16530,3,1
1,NewOrder,1763085049.152582,10232,15,1
1,NewOrder,1763085049.152586,12377,12,1
2,Payment,1763085049.152590,8449,0,1
2,Payment,1763085049.152697,7131,10,1
1,NewOrder,1763085049.155918,9091,9,1
2,Payment,1763085049.155919,6899,2,1
1,NewOrder,1763085049.155926,9052,8,1
4,Delivery,1763085049.159811,13826,5,1
2,Payment,1763085049.159832,5128,11,1
2,Payment,1763085049.159835,5170,10,1
2,Payment,1763085049.159879,5094,4,1
2,Payment,1763085049.159897,5108,1,1
1,NewOrder,1763085049.161045,8433,0,1
1,NewOrder,1763085049.162814,8758,6,1
1,NewOrder,1763085049.162820,10846,15,1
1,NewOrder,1763085049.162825,10780,2,1
1,NewOrder,1763085049.163658,7922,13,1
1,NewOrder,1763085049.164964,26377,14,1
2,Payment,1763085049.164965,5337,11,1
2,Payment,1763085049.164969,4513,12,1
2,Payment,1763085049.164980,4593,4,1
1,NewOrder,1763085049.164983,8609,8,1
3,OrderStatus,1763085049.164996,905,7,1
2,Payment,1763085049.165008,4496,10,1
2,Payment,1763085049.165010,4471,1,1
1,NewOrder,1763085049.165015,8604,9,1
4,Delivery,1763085049.165907,18556,7,1
2,Payment,1763085049.167120,4452,3,1
2,Payment,1763085049.169484,5629,0,1
2,Payment,1763085049.169484,4799,1,1
1,NewOrder,1763085049.169488,12238,12,1
4,Delivery,1763085049.169511,14932,10,1
2,Payment,1763085049.169579,4013,4,1
2,Payment,1763085049.170307,3261,11,1
2,Payment,1763085049.171578,4828,3,1
1,NewOrder,1763085049.171579,10174,6,1
1,NewOrder,1763085049.171587,7242,13,1
5,StockLevel,1763085049.173574,1589,11,1
2,Payment,1763085049.173599,8098,4,1
2,Payment,1763085049.173600,5232,8,1
1,NewOrder,1763085049.173611,10822,2,1
1,NewOrder,1763085049.173624,8128,9,1
2,Payment,1763085049.173641,5191,5,1
2,Payment,1763085049.173671,8060,15,1
2,Payment,1763085049.174289,4554,1,1
1,NewOrder,1763085049.175120,9370,0,1
2,Payment,1763085049.175170,6545,11,1
2,Payment,1763085049.176412,5346,3,1
2,Payment,1763085049.178834,5808,13,1
1,NewOrder,1763085049.178837,12487,5,1
1,NewOrder,1763085049.178838,12643,8,1
2,Payment,1763085049.178849,5584,1,1
1,NewOrder,1763085049.181703,9721,4,1
2,Payment,1763085049.181721,6795,11,1
1,NewOrder,1763085049.181730,9622,12,1
2,Payment,1763085049.181736,6777,15,1
1,NewOrder,1763085049.181758,9918,9,1
1,NewOrder,1763085049.181759,12048,6,1
1,NewOrder,1763085049.181765,11746,3,1
1,NewOrder,1763085049.184439,9071,1,1
1,NewOrder,1763085049.184440,9072,2,1
2,Payment,1763085049.184450,6869,10,1
1,NewOrder,1763085049.184470,13262,7,1
2,Payment,1763085049.184496,6832,0,1
2,Payment,1763085049.184649,7053,13,1
1,NewOrder,1763085049.188519,12064,15,1
2,Payment,1763085049.188522,5098,11,1
4,Delivery,1763085049.191325,15426,10,1
3,OrderStatus,1763085049.191330,1878,5,1
2,Payment,1763085049.191334,6386,0,1
2,Payment,1763085049.191345,6399,14,1
1,NewOrder,1763085049.191366,12026,12,1
1,NewOrder,1763085049.191429,9136,4,1
1,NewOrder,1763085049.191486,9060,8,1
2,Payment,1763085049.191682,6070,9,1
2,Payment,1763085049.191708,6022,13,1
1,NewOrder,1763085049.193213,10189,5,1
1,NewOrder,1763085049.193517,9947,1,1
2,Payment,1763085049.193518,7046,3,1
2,Payment,1763085049.193518,7025,2,1
1,NewOrder,1763085049.193634,9760,11,1
1,NewOrder,1763085049.193813,9619,6,1
2,Payment,1763085049.197727,5681,0,1
2,Payment,1763085049.197738,5655,13,1
2,Payment,1763085049.197738,5680,7,1
2,Payment,1763085049.197753,5658,14,1
2,Payment,1763085049.197758,5648,9,1
2,Payment,1763085049.200549,6205,2,1
2,Payment,1763085049.200551,6201,8,1
1,NewOrder,1763085049.200569,8825,3,1
2,Payment,1763085049.200571,6325,4,1
1,NewOrder,1763085049.200585,8829,15,1
1,NewOrder,1763085049.203398,11155,12,1
1,NewOrder,1763085049.203399,8257,13,1
5,StockLevel,1763085049.203401,1476,11,1
2,Payment,1763085049.203407,5987,5,1
1,NewOrder,1763085049.203411,8228,9,1
2,Payment,1763085049.203415,5974,0,1
2,Payment,1763085049.203418,5966,14,1
1,NewOrder,1763085049.203424,9515,7,1
1,NewOrder,1763085049.203436,11075,6,1
2,Payment,1763085049.203467,7096,1,1
1,NewOrder,1763085049.204883,9625,11,1
5,StockLevel,1763085049.206757,1211,10,1
