Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1763085058.095482,9128,8,1
1,NewOrder,1763085058.095485,9134,3,1
5,StockLevel,1763085058.095546,1488,1,1
1,NewOrder,1763085058.097040,7604,1,1
1,NewOrder,1763085058.097501,12041,0,1
3,OrderStatus,1763085058.097532,744,4,1
1,NewOrder,1763085058.097618,11923,14,1
2,Payment,1763085058.098282,4233,4,1
1,NewOrder,1763085058.100716,8841,11,1
1,NewOrder,1763085058.102501,9346,5,1
1,NewOrder,1763085058.102504,9368,9,1
3,OrderStatus,1763085058.102504,678,15,1
2,Payment,1763085058.102510,7035,13,1
1,NewOrder,1763085058.102518,9328,6,1
1,NewOrder,1763085058.102518,9333,4,1
2,Payment,1763085058.103187,6383,15,1
2,Payment,1763085058.104617,7216,8,1
1,NewOrder,1763085058.104635,9249,3,1
2,Payment,1763085058.104650,7187,1,1
1,NewOrder,1763085058.104713,9481,2,1
2,Payment,1763085058.109547,4281,14,1
1,NewOrder,1763085058.109548,8014,0,1
1,NewOrder,1763085058.109551,10258,13,1
2,Payment,1763085058.109554,4231,10,1
2,Payment,1763085058.109564,4256,11,1
2,Payment,1763085058.109576,4238,15,1
3,OrderStatus,1763085058.111839,771,8,1
2,Payment,1763085058.111843,3702,7,1
1,NewOrder,1763085058.111844,7966,1,1
2,Payment,1763085058.111845,3885,12,1
1,NewOrder,1763085058.111851,5713,6,1
1,NewOrder,1763085058.111853,9918,5,1
1,NewOrder,1763085058.111857,9952,4,1
1,NewOrder,1763085058.111878,8018,9,1
4,Delivery,1763085058.112615,18423,8,1
1,NewOrder,1763085058.113791,9764,10,1
1,NewOrder,1763085058.113821,7972,15,1
1,NewOrder,1763085058.113826,9757,11,1
1,NewOrder,1763085058.113834,7946,14,1
1,NewOrder,1763085058.113889,9684,3,1
2,Payment,1763085058.114199,5618,2,1
1,NewOrder,1763085058.115551,9975,7,1
1,NewOrder,1763085058.115736,7827,12,1
2,Payment,1763085058.117568,4203,0,1
2,Payment,1763085058.117570,4201,6,1
5,StockLevel,1763085058.119815,1489,1,1
1,NewOrder,1763085058.119816,5741,13,1
2,Payment,1763085058.119823,3738,2,1
2,Payment,1763085058.119901,3669,9,1
2,Payment,1763085058.121309,4268,1,1
1,NewOrder,1763085058.121778,9269,5,1
2,Payment,1763085058.121778,3880,0,1
2,Payment,1763085058.121779,3751,6,1
2,Payment,1763085058.121786,3837,14,1
1,NewOrder,1763085058.121799,9250,15,1
2,Payment,1763085058.121816,4070,4,1
2,Payment,1763085058.123561,5347,10,1
1,NewOrder,1763085058.123567,16644,2,1
1,NewOrder,1763085058.123570,16652,12,1
1,NewOrder,1763085058.123576,9976,9,1
1,NewOrder,1763085058.123579,16633,3,1
4,Delivery,1763085058.123589,16621,11,1
2,Payment,1763085058.125532,5519,7,1
1,NewOrder,1763085058.125536,14696,6,1
1,NewOrder,1763085058.125562,7991,13,1
1,NewOrder,1763085058.125583,7957,1,1
1,NewOrder,1763085058.125638,14568,14,1
1,NewOrder,1763085058.125665,14573,0,1
1,NewOrder,1763085058.125891,14349,4,1
1,NewOrder,1763085058.128915,11331,10,1
1,NewOrder,1763085058.131043,9230,8,1
1,NewOrder,1763085058.131053,9226,5,1
1,NewOrder,1763085058.131055,11441,15,1
2,Payment,1763085058.131057,4609,7,1
3,OrderStatus,1763085058.133548,802,1,1
5,StockLevel,1763085058.133559,1191,13,1
1,NewOrder,1763085058.133559,6683,9,1
2,Payment,1763085058.134356,5913,1,1
1,NewOrder,1763085058.134755,9761,13,1
2,Payment,1763085058.135671,4590,7,1
1,NewOrder,1763085058.140213,12148,14,1
1,NewOrder,1763085058.140216,12116,11,1
1,NewOrder,1763085058.140218,12097,2,1
2,Payment,1763085058.140220,4312,3,1
2,Payment,1763085058.140228,4350,12,1
4,Delivery,1763085058.140236,13702,6,1
2,Payment,1763085058.140244,4307,0,1
1,NewOrder,1763085058.140245,12083,4,1
2,Payment,1763085058.140246,4284,9,1
1,NewOrder,1763085058.140253,12044,10,1
2,Payment,1763085058.140265,5096,7,1
1,NewOrder,1763085058.140273,12026,1,1
1,NewOrder,1763085058.140276,9316,8,1
1,NewOrder,1763085058.140283,12059,5,1
1,NewOrder,1763085058.142502,9774,15,1
1,NewOrder,1763085058.144523,7801,13,1
1,NewOrder,1763085058.144537,7827,9,1
1,NewOrder,1763085058.144538,7831,3,1
1,NewOrder,1763085058.144557,7771,0,1
2,Payment,1763085058.144583,7721,12,1
2,Payment,1763085058.145367,6940,7,1
1,NewOrder,1763085058.149597,6566,8,1
1,NewOrder,1763085058.152281,9799,15,1
2,Payment,1763085058.152304,3864,10,1
1,NewOrder,1763085058.152307,9801,1,1
1,NewOrder,1763085058.152309,9767,12,1
1,NewOrder,1763085058.152314,9782,7,1
1,NewOrder,1763085058.152326,9744,2,1
2,Payment,1763085058.152329,4136,13,1
2,Payment,1763085058.152332,3836,0,1
1,NewOrder,1763085058.152334,9731,4,1
1,NewOrder,1763085058.152338,9809,11,1
1,NewOrder,1763085058.152345,11917,5,1
2,Payment,1763085058.152365,3795,14,1
2,Payment,1763085058.152366,3811,9,1
5,StockLevel,1763085058.152372,1452,3,1
2,Payment,1763085058.153830,5932,3,1
2,Payment,1763085058.153944,5832,6,1
2,Payment,1763085058.156168,5914,14,1
3,OrderStatus,1763085058.156169,830,8,1
1,NewOrder,1763085058.156174,8113,10,1
3,OrderStatus,1763085058.156176,907,0,1
1,NewOrder,1763085058.156183,8180,9,1
2,Payment,1763085058.156470,5619,13,1
4,Delivery,1763085058.157006,14770,8,1
1,NewOrder,1763085058.157088,7181,0,1
2,Payment,1763085058.159767,4579,3,1
1,NewOrder,1763085058.159781,6813,6,1
1,NewOrder,1763085058.162072,9704,4,1
1,NewOrder,1763085058.162077,9704,2,1
1,NewOrder,1763085058.162082,9709,12,1
1,NewOrder,1763085058.162085,9698,14,1
2,Payment,1763085058.162087,4610,15,1
2,Payment,1763085058.162095,4646,13,1
2,Payment,1763085058.162102,4620,7,1
1,NewOrder,1763085058.162111,7713,1,1
2,Payment,1763085058.162149,4567,11,1
2,Payment,1763085058.164269,5501,5,1
2,Payment,1763085058.164275,5539,0,1
1,NewOrder,1763085058.164295,9603,10,1
1,NewOrder,1763085058.164349,9561,3,1
1,NewOrder,1763085058.164370,9547,9,1
1,NewOrder,1763085058.166599,7318,6,1
2,Payment,1763085058.166703,5080,15,1
1,NewOrder,1763085058.166723,13542,11,1
2,Payment,1763085058.166728,5039,7,1
1,NewOrder,1763085058.166747,10368,13,1
2,Payment,1763085058.169775,4225,5,1
1,NewOrder,1763085058.169820,7303,0,1
2,Payment,1763085058.169825,4122,1,1
2,Payment,1763085058.171772,5385,7,1
2,Payment,1763085058.171782,5340,8,1
2,Payment,1763085058.171784,5446,4,1
1,NewOrder,1763085058.171787,8497,2,1
1,NewOrder,1763085058.171787,8485,14,1
1,NewOrder,1763085058.171789,8494,15,1
1,NewOrder,1763085058.171797,8463,12,1
5,StockLevel,1763085058.173904,996,10,1
1,NewOrder,1763085058.173916,8489,3,1
1,NewOrder,1763085058.173928,11247,9,1
1,NewOrder,1763085058.173929,8492,6,1
1,NewOrder,1763085058.173953,6333,1,1
2,Payment,1763085058.174004,6257,5,1
3,OrderStatus,1763085058.174906,1917,10,1
1,NewOrder,1763085058.176829,12357,10,1
3,OrderStatus,1763085058.177121,828,13,1
1,NewOrder,1763085058.177129,8131,8,1
3,OrderStatus,1763085058.177129,1006,0,1
1,NewOrder,1763085058.177163,12049,7,1
5,StockLevel,1763085058.177236,1058,4,1
2,Payment,1763085058.177955,4454,13,1
1,NewOrder,1763085058.178141,11052,0,1
1,NewOrder,1763085058.178299,25340,4,1
1,NewOrder,1763085058.180267,11762,12,1
1,NewOrder,1763085058.180267,8925,5,1
2,Payment,1763085058.180271,4905,11,1
2,Payment,1763085058.180279,4907,14,1
1,NewOrder,1763085058.180289,30817,15,1
2,Payment,1763085058.180290,4896,2,1
2,Payment,1763085058.180291,4875,1,1
1,NewOrder,1763085058.182411,9621,3,1
2,Payment,1763085058.182415,6785,13,1
2,Payment,1763085058.182426,6780,6,1
2,Payment,1763085058.185172,13415,1,1
2,Payment,1763085058.185181,13400,9,1
1,NewOrder,1763085058.185182,26024,11,1
2,Payment,1763085058.185192,13410,2,1
2,Payment,1763085058.185192,13390,14,1
1,NewOrder,1763085058.185265,8775,8,1
1,NewOrder,1763085058.189192,9377,10,1
1,NewOrder,1763085058.189197,7390,5,1
1,NewOrder,1763085058.189206,7352,0,1
1,NewOrder,1763085058.189206,7348,13,1
1,NewOrder,1763085058.189212,7335,6,1
1,NewOrder,1763085058.189217,9357,7,1
2,Payment,1763085058.192035,6623,12,1
2,Payment,1763085058.192038,6561,3,1
1,NewOrder,1763085058.194045,5258,8,1
2,Payment,1763085058.196552,2746,6,1
2,Payment,1763085058.196560,2735,13,1
1,NewOrder,1763085058.196563,7046,0,1
1,NewOrder,1763085058.196589,7063,5,1
2,Payment,1763085058.198574,5222,10,1
1,NewOrder,1763085058.198580,6764,7,1
1,NewOrder,1763085058.198586,8912,9,1
1,NewOrder,1763085058.198587,8866,14,1
2,Payment,1763085058.198592,3071,1,1
2,Payment,1763085058.198604,5001,3,1
1,NewOrder,1763085058.198608,9477,2,1
5,StockLevel,1763085058.198662,1372,12,1
2,Payment,1763085058.199301,4390,13,1
1,NewOrder,1763085058.199303,10451,6,1
1,NewOrder,1763085058.199309,8145,8,1
3,OrderStatus,1763085058.200039,721,12,1
4,Delivery,1763085058.200766,15117,12,1
2,Payment,1763085058.201669,3732,1,1
4,Delivery,1763085058.203611,19440,3,1
2,Payment,1763085058.203614,3852,0,1
1,NewOrder,1763085058.203645,7596,4,1
2,Payment,1763085058.203658,6082,5,1
1,NewOrder,1763085058.203693,7419,13,1
1,NewOrder,1763085058.203801,7304,10,1
2,Payment,1763085058.205349,4393,7,1
2,Payment,1763085058.205406,4338,1,1
2,Payment,1763085058.207459,3646,14,1
1,NewOrder,1763085058.207461,8535,8,1
2,Payment,1763085058.207472,3665,0,1
1,NewOrder,1763085058.207502,8385,9,1
1,NewOrder,1763085058.208091,14966,2,1
2,Payment,1763085058.209745,3685,5,1
2,Payment,1763085058.209749,6131,7,1
2,Payment,1763085058.209750,3665,1,1
4,Delivery,1763085058.209759,19966,6,1
1,NewOrder,1763085058.211110,11952,14,1
1,NewOrder,1763085058.211112,11930,15,1
1,NewOrder,1763085058.211114,11948,10,1
1,NewOrder,1763085058.211117,11936,13,1
2,Payment,1763085058.211142,4807,0,1
2,Payment,1763085058.211211,4667,11,1
1,NewOrder,1763085058.211243,11805,4,1
1,NewOrder,1763085058.213421,12246,1,1
1,NewOrder,1763085058.213436,12238,5,1
4,Delivery,1763085058.215885,15870,11,1
5,StockLevel,1763085058.215886,1496,7,1
2,Payment,1763085058.215890,9781,12,1
1,NewOrder,1763085058.215894,9768,9,1
1,NewOrder,1763085058.215955,9716,0,1
5,StockLevel,1763085058.216002,1426,8,1
1,NewOrder,1763085058.217388,8281,7,1
2,Payment,1763085058.217431,5633,8,1
1,NewOrder,1763085058.223049,8726,15,1
5,StockLevel,1763085058.223052,1120,4,1
4,Delivery,1763085058.223058,16363,3,1
1,NewOrder,1763085058.223060,8693,13,1
2,Payment,1763085058.223064,6680,2,1
1,NewOrder,1763085058.223068,8693,14,1
2,Payment,1763085058.223069,6658,10,1
2,Payment,1763085058.223069,6684,8,1
2,Payment,1763085058.224176,5556,4,1
2,Payment,1763085058.225667,6079,9,1
2,Payment,1763085058.225673,6589,1,1
2,Payment,1763085058.225677,6072,7,1
1,NewOrder,1763085058.225677,7460,0,1
5,StockLevel,1763085058.225678,1383,12,1
1,NewOrder,1763085058.225679,7451,5,1
1,NewOrder,1763085058.227067,8205,12,1
1,NewOrder,1763085058.229732,7671,10,1
2,Payment,1763085058.229732,3457,6,1
2,Payment,1763085058.229738,3470,4,1
1,NewOrder,1763085058.229751,7651,2,1
1,NewOrder,1763085058.229755,5512,8,1
2,Payment,1763085058.231751,3523,9,1
2,Payment,1763085058.231755,5649,7,1
1,NewOrder,1763085058.231759,7672,13,1
4,Delivery,1763085058.231762,429343,11,1
2,Payment,1763085058.231765,5625,14,1
1,NewOrder,1763085058.231781,422687,15,1
1,NewOrder,1763085058.232267,419610,1,1
1,NewOrder,1763085058.233136,421356,5,1
1,NewOrder,1763085058.233143,421141,0,1
2,Payment,1763085058.233195,4208,6,1
1,NewOrder,1763085058.233212,421150,4,1
2,Payment,1763085058.235273,416600,8,1
1,NewOrder,1763085058.235279,421626,12,1
2,Payment,1763085058.235280,414209,9,1
2,Payment,1763085058.237395,416892,14,1
2,Payment,1763085058.237409,416888,2,1
3,OrderStatus,1763085058.237409,746,6,1
2,Payment,1763085058.237410,416884,10,1
1,NewOrder,1763085058.237411,423693,7,1
1,NewOrder,1763085058.238160,418756,6,1
2,Payment,1763085058.239427,417477,3,1
2,Payment,1763085058.239435,417470,13,1
1,NewOrder,1763085058.649503,11596,9,1
1,NewOrder,1763085058.651879,10652,8,1
1,NewOrder,1763085058.651884,10638,1,1
2,Payment,1763085058.654293,6807,14,1
2,Payment,1763085058.654298,6828,0,1
2,Payment,1763085058.654301,6818,10,1
1,NewOrder,1763085058.654303,20269,2,1
2,Payment,1763085058.654365,6761,4,1
2,Payment,1763085058.654472,6631,15,1
2,Payment,1763085058.654498,6610,5,1
1,NewOrder,1763085058.656910,5919,3,1
1,NewOrder,1763085058.656911,9828,12,1
2,Payment,1763085058.656914,5605,13,1
1,NewOrder,1763085058.656922,5604,6,1
5,StockLevel,1763085058.661107,1567,14,1
1,NewOrder,1763085058.661110,11165,15,1
1,NewOrder,1763085058.661111,8745,7,1
1,NewOrder,1763085058.661113,8751,5,1
3,OrderStatus,1763085058.661114,894,11,1
1,NewOrder,1763085058.661115,8756,9,1
1,NewOrder,1763085058.661123,11164,10,1
1,NewOrder,1763085058.661131,11228,0,1
2,Payment,1763085058.661132,5599,4,1
1,NewOrder,1763085058.662014,10277,11,1
1,NewOrder,1763085058.662524,9915,13,1
2,Payment,1763085058.662529,4216,1,1
2,Payment,1763085058.662533,4223,6,1
1,NewOrder,1763085058.662537,10200,8,1
1,NewOrder,1763085058.662680,9594,14,1
1,NewOrder,1763085058.662836,9436,3,1
2,Payment,1763085058.666737,5550,4,1
1,NewOrder,1763085058.666745,18082,12,1
2,Payment,1763085058.666751,5521,1,1
1,NewOrder,1763085058.666762,9281,6,1
1,NewOrder,1763085058.669861,6193,7,1
1,NewOrder,1763085058.669870,8594,5,1
1,NewOrder,1763085058.669876,10774,9,1
1,NewOrder,1763085058.672278,6174,1,1
1,NewOrder,1763085058.672280,8465,3,1
1,NewOrder,1763085058.672282,8359,14,1
1,NewOrder,1763085058.672283,8415,15,1
2,Payment,1763085058.672293,3820,4,1
1,NewOrder,1763085058.672293,8361,10,1
3,OrderStatus,1763085058.672295,941,11,1
3,OrderStatus,1763085058.672363,930,0,1
1,NewOrder,1763085058.672444,10420,13,1
1,NewOrder,1763085058.672743,10128,8,1
2,Payment,1763085058.673242,5202,11,1
1,NewOrder,1763085058.673298,7365,0,1
2,Payment,1763085058.674578,6079,2,1
1,NewOrder,1763085058.676049,8817,6,1
2,Payment,1763085058.676060,4594,7,1
1,NewOrder,1763085058.676116,8735,4,1
5,StockLevel,1763085058.678450,1056,11,1
2,Payment,1763085058.678459,4406,1,1
3,OrderStatus,1763085058.678469,608,5,1
1,NewOrder,1763085058.679082,24382,5,1
2,Payment,1763085058.679511,3405,11,1
2,Payment,1763085058.680647,4197,14,1
1,NewOrder,1763085058.680656,10630,9,1
1,NewOrder,1763085058.680660,9062,10,1
2,Payment,1763085058.680660,4193,7,1
2,Payment,1763085058.680663,4171,2,1
2,Payment,1763085058.680667,4188,0,1
1,NewOrder,1763085058.680700,9045,15,1
5,StockLevel,1763085058.680749,1033,3,1
2,Payment,1763085058.681787,5154,3,1
2,Payment,1763085058.682869,4056,13,1
5,StockLevel,1763085058.682871,1044,1,1
5,StockLevel,1763085058.682877,1315,8,1
2,Payment,1763085058.682924,4024,11,1
2,Payment,1763085058.683921,5813,1,1
3,OrderStatus,1763085058.684206,632,8,1
2,Payment,1763085058.684833,4901,12,1
4,Delivery,1763085058.684841,15646,2,1
2,Payment,1763085058.684844,4890,8,1
2,Payment,1763085058.684848,4887,14,1
3,OrderStatus,1763085058.684858,689,4,1
1,NewOrder,1763085058.684859,9522,7,1
1,NewOrder,1763085058.684862,6446,0,1
1,NewOrder,1763085058.684870,6486,6,1
2,Payment,1763085058.685553,4178,4,1
1,NewOrder,1763085058.686931,7451,13,1
1,NewOrder,1763085058.686946,9529,3,1
2,Payment,1763085058.686954,4336,11,1
2,Payment,1763085058.689727,4659,10,1
1,NewOrder,1763085058.689738,10742,4,1
2,Payment,1763085058.689741,6722,12,1
1,NewOrder,1763085058.689741,6734,8,1
1,NewOrder,1763085058.689741,10750,14,1
1,NewOrder,1763085058.689741,13660,1,1
1,NewOrder,1763085058.689750,10745,15,1
5,StockLevel,1763085058.691293,2133,9,1
2,Payment,1763085058.691296,5173,11,1
2,Payment,1763085058.691313,5153,0,1
2,Payment,1763085058.691362,5117,6,1
5,StockLevel,1763085058.693431,958,9,1
4,Delivery,1763085058.694386,12550,7,1
1,NewOrder,1763085058.694389,9015,13,1
2,Payment,1763085058.694392,6103,10,1
1,NewOrder,1763085058.694394,9036,9,1
1,NewOrder,1763085058.696469,8721,12,1
1,NewOrder,1763085058.696469,6954,0,1
2,Payment,1763085058.696475,6938,11,1
2,Payment,1763085058.696482,6936,8,1
2,Payment,1763085058.696482,6947,3,1
2,Payment,1763085058.696484,6929,6,1
5,StockLevel,1763085058.700485,1068,4,1
4,Delivery,1763085058.700492,15334,2,1
1,NewOrder,1763085058.700497,9710,14,1
1,NewOrder,1763085058.700500,4750,10,1
1,NewOrder,1763085058.700501,9731,15,1
2,Payment,1763085058.701559,3681,4,1
1,NewOrder,1763085058.703408,10935,13,1
1,NewOrder,1763085058.703408,8919,1,1
2,Payment,1763085058.703420,6786,11,1
2,Payment,1763085058.703420,3509,6,1
4,Delivery,1763085058.703425,18086,8,1
2,Payment,1763085058.703426,3497,0,1
1,NewOrder,1763085058.703434,10930,3,1
1,NewOrder,1763085058.703436,11094,9,1
1,NewOrder,1763085058.703467,8795,5,1
2,Payment,1763085058.705196,5011,12,1
2,Payment,1763085058.705247,5141,4,1
1,NewOrder,1763085058.705257,9101,10,1
2,Payment,1763085058.706929,5355,0,1
2,Payment,1763085058.706935,5339,6,1
2,Payment,1763085058.706942,5349,7,1
2,Payment,1763085058.710212,4172,11,1
5,StockLevel,1763085058.710214,1398,14,1
1,NewOrder,1763085058.710214,6367,12,1
2,Payment,1763085058.710238,4114,15,1
5,StockLevel,1763085058.710394,1183,4,1
1,NewOrder,1763085058.711582,22725,4,1
1,NewOrder,1763085058.711617,12709,14,1
3,OrderStatus,1763085058.712266,720,5,1
1,NewOrder,1763085058.712279,9245,6,1
5,StockLevel,1763085058.712289,976,0,1
1,NewOrder,1763085058.712298,9222,7,1
1,NewOrder,1763085058.712331,6625,1,1
5,StockLevel,1763085058.712992,981,5,1
2,Payment,1763085058.713270,5671,0,1
3,OrderStatus,1763085058.713978,804,5,1
5,StockLevel,1763085058.714349,1239,13,1
1,NewOrder,1763085058.714359,7179,15,1
1,NewOrder,1763085058.714364,9930,10,1
1,NewOrder,1763085058.714370,7161,3,1
1,NewOrder,1763085058.714390,9909,11,1
1,NewOrder,1763085058.714535,9755,9,1
5,StockLevel,1763085058.714788,1434,5,1
1,NewOrder,1763085058.715594,18698,13,1
2,Payment,1763085058.715831,5706,2,1
1,NewOrder,1763085058.716228,8064,5,1
1,NewOrder,1763085058.716587,17709,12,1
2,Payment,1763085058.718953,5338,0,1
1,NewOrder,1763085058.718961,12695,1,1
2,Payment,1763085058.721517,12797,8,1
1,NewOrder,1763085058.721527,12770,7,1
2,Payment,1763085058.721528,12763,6,1
1,NewOrder,1763085058.721536,12766,3,1
2,Payment,1763085058.721543,12747,2,1
2,Payment,1763085058.721545,12752,15,1
4,Delivery,1763085058.724295,17870,9,1
3,OrderStatus,1763085058.724298,757,5,1
1,NewOrder,1763085058.724299,9998,10,1
2,Payment,1763085058.724303,10031,0,1
1,NewOrder,1763085058.724305,15814,11,1
2,Payment,1763085058.724330,9972,14,1
2,Payment,1763085058.725061,9283,5,1
2,Payment,1763085058.731661,8467,1,1
1,NewOrder,1763085058.734298,10244,6,1
2,Payment,1763085058.734298,7863,13,1
1,NewOrder,1763085058.734298,7875,2,1
1,NewOrder,1763085058.734303,10061,12,1
2,Payment,1763085058.734303,7872,15,1
2,Payment,1763085058.734306,7837,10,1
1,NewOrder,1763085058.734306,7872,7,1
1,NewOrder,1763085058.734306,7864,3,1
2,Payment,1763085058.734309,7846,14,1
2,Payment,1763085058.734311,7845,4,1
1,NewOrder,1763085058.734323,7940,8,1
1,NewOrder,1763085058.734340,7923,0,1
1,NewOrder,1763085058.734347,10013,5,1
1,NewOrder,1763085058.740124,6946,11,1
2,Payment,1763085058.740133,4237,1,1
2,Payment,1763085058.742149,8230,10,1
4,Delivery,1763085058.742160,13426,14,1
2,Payment,1763085058.742163,8217,4,1
3,OrderStatus,1763085058.742166,614,13,1
1,NewOrder,1763085058.742172,10959,9,1
1,NewOrder,1763085058.742176,10909,3,1
2,Payment,1763085058.742177,8189,2,1
1,NewOrder,1763085058.742182,11077,15,1
1,NewOrder,1763085058.742185,10925,7,1
2,Payment,1763085058.742267,8124,0,1
2,Payment,1763085058.742268,8103,8,1
1,NewOrder,1763085058.742786,10335,13,1
1,NewOrder,1763085058.744366,8751,5,1
1,NewOrder,1763085058.744371,8745,12,1
1,NewOrder,1763085058.744374,8751,1,1
2,Payment,1763085058.744547,5834,6,1
1,NewOrder,1763085058.747076,8506,11,1
2,Payment,1763085058.750372,5200,2,1
2,Payment,1763085058.750377,5209,8,1
3,OrderStatus,1763085058.750384,697,10,1
1,NewOrder,1763085058.750386,9577,4,1
4,Delivery,1763085058.750387,14136,6,1
1,NewOrder,1763085058.750398,31621,0,1
1,NewOrder,1763085058.751087,6738,10,1
2,Payment,1763085058.753092,4734,3,1
1,NewOrder,1763085058.753116,6858,7,1
1,NewOrder,1763085058.753121,9199,12,1
1,NewOrder,1763085058.753123,9206,5,1
2,Payment,1763085058.753127,4700,13,1
2,Payment,1763085058.753130,4713,1,1
4,Delivery,1763085058.753137,15638,9,1
1,NewOrder,1763085058.753264,6801,15,1
2,Payment,1763085058.755579,4398,2,1
2,Payment,1763085058.755590,4409,11,1
2,Payment,1763085058.755593,4442,14,1
2,Payment,1763085058.755594,4442,8,1
1,NewOrder,1763085058.757830,6690,10,1
4,Delivery,1763085058.757832,17182,3,1
1,NewOrder,1763085058.757833,8843,13,1
1,NewOrder,1763085058.757850,8834,1,1
3,OrderStatus,1763085058.759968,846,4,1
1,NewOrder,1763085058.759980,11704,7,1
2,Payment,1763085058.759981,4671,2,1
1,NewOrder,1763085058.760006,8774,11,1
2,Payment,1763085058.760040,4523,8,1
2,Payment,1763085058.760041,4501,14,1
3,OrderStatus,1763085058.760071,852,15,1
1,NewOrder,1763085058.760820,7970,4,1
2,Payment,1763085058.760928,5803,15,1
1,NewOrder,1763085058.762331,9356,12,1
1,NewOrder,1763085058.762337,9363,5,1
2,Payment,1763085058.764527,4254,10,1
1,NewOrder,1763085058.764529,10504,6,1
1,NewOrder,1763085058.764548,10477,14,1
1,NewOrder,1763085058.764569,10477,8,1
2,Payment,1763085058.764657,4144,2,1
2,Payment,1763085058.766681,5002,13,1
1,NewOrder,1763085058.766689,8349,1,1
2,Payment,1763085058.766734,4944,15,1
1,NewOrder,1763085058.768781,10716,9,1
4,Delivery,1763085058.768786,15159,11,1
2,Payment,1763085058.768787,6236,10,1
2,Payment,1763085058.768796,6232,4,1
2,Payment,1763085058.768810,6227,2,1
2,Payment,1763085058.771684,7804,15,1
2,Payment,1763085058.771690,7808,13,1
1,NewOrder,1763085058.771690,10343,7,1
1,NewOrder,1763085058.771693,10366,12,1
5,StockLevel,1763085058.771706,1357,5,1
1,NewOrder,1763085058.773069,8984,5,1
1,NewOrder,1763085058.775019,19651,3,1
2,Payment,1763085058.775029,7009,10,1
1,NewOrder,1763085058.775032,8919,14,1
5,StockLevel,1763085058.775034,1430,4,1
2,Payment,1763085058.775040,6989,2,1
2,Payment,1763085058.775040,6998,6,1
2,Payment,1763085058.775041,6987,1,1
1,NewOrder,1763085058.775052,13830,8,1
1,NewOrder,1763085058.776470,5583,4,1
1,NewOrder,1763085058.779495,9373,15,1
2,Payment,1763085058.779501,4462,9,1
2,Payment,1763085058.779505,4464,13,1
1,NewOrder,1763085058.782024,9922,0,1
2,Payment,1763085058.782036,6854,1,1
1,NewOrder,1763085058.782036,9910,2,1
1,NewOrder,1763085058.782036,9891,7,1
5,StockLevel,1763085058.782044,1142,10,1
1,NewOrder,1763085058.782045,9881,6,1
2,Payment,1763085058.782059,6812,4,1
2,Payment,1763085058.782059,6856,5,1
2,Payment,1763085058.782065,6825,12,1
2,Payment,1763085058.783191,8733,10,1
1,NewOrder,1763085058.783950,7995,11,1
1,NewOrder,1763085058.783958,7988,14,1
4,Delivery,1763085058.783968,16963,9,1
4,Delivery,1763085058.783975,16940,13,1
2,Payment,1763085058.788873,5795,15,1
2,Payment,1763085058.788877,5762,4,1
1,NewOrder,1763085058.788887,12056,8,1
2,Payment,1763085058.788895,5758,12,1
5,StockLevel,1763085058.788897,1121,1,1
1,NewOrder,1763085058.788918,12044,5,1
2,Payment,1763085058.790023,4637,1,1
1,NewOrder,1763085058.791931,9019,10,1
1,NewOrder,1763085058.791932,9035,7,1
2,Payment,1763085058.791933,6994,6,1
1,NewOrder,1763085058.791951,9034,2,1
2,Payment,1763085058.791951,6975,0,1
1,NewOrder,1763085058.791953,9008,11,1
1,NewOrder,1763085058.791953,9020,14,1
2,Payment,1763085058.794644,6317,4,1
1,NewOrder,1763085058.794660,6299,12,1
2,Payment,1763085058.794665,6288,1,1
1,NewOrder,1763085058.794674,8950,15,1
2,Payment,1763085058.794677,6276,3,1
1,NewOrder,1763085058.798932,7245,0,1
1,NewOrder,1763085058.798933,7231,6,1
2,Payment,1763085058.800920,5225,13,1
2,Payment,1763085058.800937,5209,9,1
2,Payment,1763085058.800949,5232,8,1
1,NewOrder,1763085058.800957,9186,10,1
4,Delivery,1763085058.800957,15381,3,1
2,Payment,1763085058.800961,5195,1,1
2,Payment,1763085058.800962,5217,12,1
2,Payment,1763085058.800968,5213,11,1
2,Payment,1763085058.800968,5190,4,1
2,Payment,1763085058.800970,5201,5,1
1,NewOrder,1763085058.800971,10793,7,1
2,Payment,1763085058.800978,5174,14,1
2,Payment,1763085058.800989,5198,2,1
3,OrderStatus,1763085058.803637,601,15,1
2,Payment,1763085058.804243,5887,15,1
1,NewOrder,1763085058.806151,9779,13,1
2,Payment,1763085058.806152,5625,9,1
1,NewOrder,1763085058.806158,7855,14,1
2,Payment,1763085058.806162,5556,1,1
2,Payment,1763085058.806164,5572,4,1
2,Payment,1763085058.806167,5556,6,1
4,Delivery,1763085058.806175,13553,5,1
1,NewOrder,1763085058.806181,5558,12,1
1,NewOrder,1763085058.806182,9736,0,1
2,Payment,1763085058.806187,5900,8,1
3,OrderStatus,1763085058.806189,778,11,1
2,Payment,1763085058.806191,5588,2,1
3,OrderStatus,1763085058.806973,757,11,1
5,StockLevel,1763085058.807735,1059,11,1
1,NewOrder,1763085058.808800,7112,11,1
2,Payment,1763085058.810134,3880,15,1
2,Payment,1763085058.810149,3854,10,1
1,NewOrder,1763085058.811723,7988,1,1
